route_id,trip_short_name
S4,900747
S4,902744
S4,902782
S4,900787
S4,900765
S4,900731
S4,900711
S4,900725
S4,902784
S4,902756
S4,902748
S4,900759
S4,900745
S4,900727
S4,902774
S4,902754
S4,902712
S4,902726
S4,900733
S4,902716
S4,900769
S4,901709
S4,900719
S4,900715
S4,902750
S4,900771
S4,900717
S4,902780
S4,902740
S4,902772
S4,902730
S4,900775
S4,900729
S4,902724
S4,900737
S4,902770
S4,900785
S4,902728
S4,900723
S4,902736
S4,902758
S4,902760
S4,902752
S4,900786
S4,902778
S4,900793
S4,902768
S4,902734
S4,911606
S4,900761
S4,902732
S4,900791
S4,902746
S4,900755
S4,900777
S4,902742
S4,900751
S4,910610
S4,902762
S4,900749
S4,902720
S4,900789
S4,900757
S4,900781
S4,900735
S4,900783
S4,900743
S4,900739
S4,900788
S4,902738
