route_id,trip_short_name
S1,24023
S1,24116
S1,24155
S1,24018
S1,24163
S1,24033
S1,24117
S1,24098
S1,24166
S1,24158
S1,24091
S1,24124
S1,24119
S1,24164
S1,24173
S1,24181
S1,24024
S1,24122
S1,24147
S1,24182
S1,24134
S1,24014
S1,24126
S1,24161
S1,24139
S1,24118
S1,24153
S1,24028
S1,24111
S1,24016
S1,24032
S1,24036
S1,24157
S1,24037
S1,24125
S1,24039
S1,24159
S1,24043
S1,24162
S1,24146
S1,24021
S1,24140
S1,24132
S1,24129
S1,24026
S1,24017
S1,24094
S1,24174
S1,24175
S1,24019
S1,24149
S1,24030
S1,24020
S1,24120
S1,24135
S1,24151
S1,24027
S1,24143
S1,24156
S1,24127
S1,24137
S1,24170
S1,24115
S1,24177
S1,24138
S1,24136
S1,24029
S1,24041
S1,24167
S1,24128
S1,24131
S1,24142
S1,24152
S1,24123
S1,24133
S1,24180
S1,24171
S1,24113
S1,24130
S1,24045
S1,24169
S1,24165
S1,24047
S1,24144
S1,24172
S1,24145
S1,24025
S1,24114
S1,24121
S1,24022
S1,24168
S1,24178
S1,24148
S1,24150
S1,24160
S1,24141
S1,24176
S1,24095
S1,24154
