route_id,trip_short_name
S11,25067
S11,25082
S11,25021
S11,25041
S11,25263
S11,25231
S11,25078
S11,25017
S11,25229
S11,25020
S11,25076
S11,25073
S11,25265
S11,25253
S11,25243
S11,25063
S11,25018
S11,25251
S11,25072
S11,25080
S11,25039
S11,25065
S11,25075
S11,25051
S11,25081
S11,25062
S11,25077
S11,25079
S11,25233
S11,25257
S11,25029
S11,25241
S11,25225
S11,25267
S11,25064
S11,25022
S11,25023
S11,25259
S11,25043
S11,25042
S11,25089
S11,25271
S11,25045
S11,25054
S11,25085
S11,25019
S11,25249
S11,25087
S11,25016
S11,25044
S11,25247
S11,25027
S11,25083
S11,25025
S11,25048
S11,25235
S11,25034
S11,25269
S11,25024
S11,25070
S11,25033
S11,25066
S11,25028
S11,25035
S11,25239
S11,25074
S11,25050
S11,25058
S11,25088
S11,25068
S11,25030
S11,25277
S11,25086
S11,25273
S11,25237
S11,25052
S11,25049
S11,25038
S11,25061
S11,25053
S11,25036
S11,25060
S11,25055
S11,25057
S11,25046
S11,25040
S11,25031
S11,25026
S11,25037
S11,25056
S11,25245
S11,25059
S11,25227
S11,25069
S11,25032
S11,25047
S11,25261
S11,25090
S11,25071
S11,25255
S11,25221
S11,25219
