route_id,trip_short_name
S50,25585
S50,25589
S50,928362
S50,25565
S50,25563
S50,25580
S50,25592
S50,928324
S50,928318
S50,25571
S50,25591
S50,25562
S50,928330
S50,25576
S50,928368
S50,25558
S50,25557
S50,25587
S50,25573
S50,25588
S50,928334
S50,25568
S50,928338
S50,25575
S50,25554
S50,25564
S50,25567
S50,928388
S50,928358
S50,928390
S50,25570
S50,25578
S50,25572
S50,25556
S50,25561
S50,25577
S50,25560
S50,25574
S50,25584
S50,25583
S50,25555
S50,25586
S50,928346
S50,25581
S50,928374
S50,25590
S50,928350
S50,25582
S50,928382
S50,928354
S50,25559
S50,25594
S50,928314
S50,928378
S50,25566
S50,25579
S50,25553
S50,25552
S50,928342
S50,25569
