route_id,trip_short_name
R17,900132
R17,900191
R17,900129
R17,900110
R17,902113
R17,901139
R17,900141
R17,902147
R17,901143
R17,900123
R17,901177
R17,902121
R17,900117
R17,900179
R17,900176
R17,900169
R17,901126
R17,900170
R17,900187
R17,900165
R17,900140
R17,902157
R17,900149
R17,902134
R17,902153
R17,900135
R17,901144
R17,901174
R17,900183
R17,902185
R17,900122
R17,900114
R17,900131
R17,900178
R17,901148
R17,902152
R17,900150
R17,902156
R17,900166
R17,900136
R17,901112
R17,900159
R17,902107
R17,900155
R17,900184
R17,900126
R17,901111
R17,901163
R17,900180
R17,900145
R17,902118
R17,900168
R17,900160
R17,900173
R17,900154
R17,900146
R17,902162
R17,900144
R17,901115
R17,900188
R17,901182
R17,901181
