route_id,trip_short_name
RE80,25511
RE80,25527
RE80,25524
RE80,25519
RE80,25515
RE80,25521
RE80,25533
RE80,25529
RE80,25201
RE80,25514
RE80,25531
RE80,25516
RE80,25513
RE80,25532
RE80,25507
RE80,25536
RE80,25530
RE80,25517
RE80,25528
RE80,25538
RE80,25203
RE80,25548
RE80,25512
RE80,25520
RE80,25534
RE80,25518
RE80,25535
RE80,25508
RE80,25525
RE80,25526
RE80,25510
RE80,25200
RE80,25523
RE80,25509
RE80,25522
RE80,25506
