route_id,trip_short_name
S9,931442
S9,24976
S9,24967
S9,24955
S9,934463
S9,934422
S9,24919
S9,24924
S9,24935
S9,931468
S9,24947
S9,24977
S9,24932
S9,24986
S9,24917
S9,934421
S9,24949
S9,934472
S9,24928
S9,931412
S9,931455
S9,24961
S9,931431
S9,931463
S9,931421
S9,931472
S9,24946
S9,24943
S9,24903
S9,934453
S9,24970
S9,931449
S9,24920
S9,931460
S9,931477
S9,24954
S9,931433
S9,24944
S9,24984
S9,24939
S9,24937
S9,24915
S9,24982
S9,24980
S9,24906
S9,24958
S9,931458
S9,931426
S9,931465
S9,931466
S9,931474
S9,24992
S9,24907
S9,24978
S9,24962
S9,931417
S9,24902
S9,24931
S9,934477
S9,931429
S9,24963
S9,24953
S9,24965
S9,931454
S9,24973
S9,931437
S9,24960
S9,24923
S9,931432
S9,24972
S9,24940
S9,24927
S9,24974
S9,931441
S9,931430
S9,24959
S9,24945
S9,931473
S9,24926
S9,24995
S9,24933
S9,24969
S9,934460
S9,24921
S9,931438
S9,24957
S9,24938
S9,24964
S9,931480
S9,24948
S9,934452
S9,934432
S9,931452
S9,24951
S9,931462
S9,24922
S9,24916
S9,24983
S9,24914
S9,24936
S9,934471
S9,24966
S9,24968
S9,24905
S9,931479
S9,931445
S9,931446
S9,931422
S9,934431
S9,24942
S9,24979
S9,931471
S9,24994
S9,24971
S9,931418
S9,931459
S9,24956
S9,934466
S9,24918
S9,24993
S9,24975
S9,24941
S9,24929
S9,24930
S9,24996
S9,931434
S9,24952
S9,24997
S9,24981
S9,931409
S9,24950
S9,24934
S9,931423
S9,931450
S9,24925
S9,24904
S9,931413
S9,931453
